41, "law_by_nature_of_the"
33, "to_is_say_that_the"
31, "of_month_th_the_the"
30, "of_mouth_river_the_the"
30, "art_mystery_or_said_the"
29, "law_nature_of_the_to"
27, "th_of_on_the_the"
26, "master_and_said_the_wardens"
26, "love_for_god_of_the"
25, "rest_and_of_the_the"
24, "mouth_at_of_the_the"
23, "said_art_of_or_the"
22, "same_as_in_manner_the"
22, "midst_in_of_the_the"
22, "distance_a_at_of_´"
21, "the_according_law_of_to"
20, "heirs_and_our_successors_us"
20, "to_is_say_that_to"
20, "of_and_law_nature_the"
19, "th_may_of_on_the"
19, "the_and_at_same_time"
19, "law_nature_of_of_the"
19, "of_his_in_letters_one"
19, "to_is_of_say_that"
18, "end_at_of_the_the"
18, "name_in_of_the_the"
18, "to_it_me_seems_that"
18, "law_nations_of_the_to"
18, "law_by_nations_of_the"
17, "is_christ_jesus_that_the"
16, "indicate_fathoms_figures_of_the"
16, "fathoms_figures_indicate_of_water"
16, "same_in_line_straight_the"
16, "and_one_other_the_the"
16, "on_east_satellite_the_the"
16, "time_in_of_the_the"
16, "to_he_say_that_used"
16, "first_book_in_of_the"
16, "kingdome_god_of_of_the"
15, "the_month_of_th_we"
15, "surface_of_original_the_the"
15, "of_fielde_generall_the_the"
14, "other_of_on_side_the"
14, "side_of_other_the_the"
14, "of_croix_island_st_the"
14, "rest_all_of_the_the"
14, "they_as_been_had_if"
14, "mystery_art_of_or_shipwrights"
14, "a_at_distance_of_was"
14, "of_a_distance_from_´"
14, "diameter_and_feet_feet_in"
14, "the_contrary_law_of_to"
14, "law_nations_of_of_the"
14, "are_as_by_informed_we"
14, "the_occasion_that_was_which"
14, "the_is_occasion_that_which"
13, "of_accompanying_champlain's_explanation_the"
13, "the_accompanying_explanation_map_of"
13, "th_june_of_on_the"
13, "foot_at_of_the_the"
13, "clock_in_of_the_the"
13, "wardens_and_commonalty_master_said"
13, "to_in_is_say_that"
13, "lord_christ_jesus_of_our"
13, "will_god_of_the_to"
13, "of_and_glory_god_the"
13, "presence_in_of_the_the"
13, "not_be_is_it_to"
13, "other_hand_on_the_the"
13, "law_against_nature_of_the"
13, "is_god_say_that_to"
12, "head_at_of_the_the"
12, "to_be_is_it_observed"
12, "be_found_in_is_to"
12, "of_month_th_the_this"
12, "corporation_art_or_said_the"
12, "part_a_great_of_the"
12, "case_in_of_the_the"
12, "love_god_of_on_the"
12, "and_diameter_feet_high_in"
12, "of_ground_original_surface_the"
12, "book_first_his_of_the"
12, "is_as_in_it_the"
11, "entrance_at_of_the_the"
11, "th_july_of_on_the"
11, "th_april_of_on_the"
11, "be_as_in_may_seen"
11, "benefit_for_of_the_the"
11, "rest_and_his_of_the"
11, "day_april_of_th_the"
11, "day_of_th_the_this"
11, "furthest_satellite_the_the_to"
11, "order_of_of_s_the"
11, "middle_in_of_the_the"
11, "the_love_of_on_treatise"
11, "surface_natural_of_the_the"
11, "of_the_the_top_water"
11, "to_are_note_that_you"
11, "the_law_of_repugnant_to"
11, "of_is_law_nature_the"
11, "sight_god_in_of_the"
11, "kingdome_god_in_of_the"
10, "latitude_'_in_is_°"
10, "seen_be_in_may_the"
10, "day_of_th_the_the"
10, "of_by_great_reason_the"
10, "art_corporation_mystery_or_said"
10, "´_distance_from_jupiter_of"
10, "glory_for_god_of_the"
10, "of_gospel_preaching_the_the"
10, "no_but_doubt_is_there"
10, "of_ground_natural_surface_the"
10, "midst_all_in_of_the"
10, "to_are_know_that_you"
10, "been_has_of_said_what"
10, "law_from_nature_of_the"
10, "of_and_mind_perturbations_the"
10, "manifest_is_it_that_the"
10, "that_god_is_of_to"
10, "on_he_say_to_went"
9, "one_and_on_side_the"
9, "mouth_from_of_the_the"
9, "of_bank_river_the_the"
9, "of_am_i_opinion_that"
9, "form_a_in_of_the"
9, "th_of_on_september_the"
9, "part_of_on_the_the"
9, "bank_of_on_the_the"
9, "a_in_manner_such_that"
9, "it_as_been_had_if"
9, "hands_in_of_the_the"
9, "the_at_check_clerk_of"
9, "the_day_month_of_same"
9, "the_all_and_of_rest"
9, "of_day_month_th_this"
9, "our_and_heirs_of_us"
9, "our_and_for_heirs_us"
9, "said_art_corporation_of_the"
9, "much_as_as_is_to"
9, "as_as_much_say_to"
9, "the_east_furthest_to_was"
9, "people_all_of_the_the"
9, "same_at_that_the_time"
9, "king_of_of_ternate_the"
9, "other_hand_it_on_the"
9, "same_at_the_time_to"
9, "to_eyes_heart_the_the"
9, "midst_in_of_the_their"
9, "first_in_it_place_the"
9, "authority_by_of_the_the"
9, "of_law_nature_the_the"
9, "is_but_it_not_so"
9, "of_law_nature_the_which"
9, "third_book_in_of_the"
9, "book_his_of_the_third"
9, "part_a_former_of_this"
9, "laws_by_of_the_war"
9, "right_by_of_postliminium_the"
9, "epistle_an_his_in_of"
9, "not_how_i_know_many"
9, "all_and_of_rest_the"
9, "a_is_it_to_wonder"
9, "of_god_is_kingdome_the"
9, "of_apostles_the_the_time"
9, "of_council_indias_royal_the"
9, "diego_de_father_fray_soria"
9, "time_as_at_such_they"
9, "time_as_such_they_till"
9, "from_one_other_the_the"
9, "occasion_is_that_the_they"
8, "of_same_th_the_the"
8, "the_month_of_same_th"
8, "level_a_on_the_with"
8, "and_a_a_half_league"
8, "of_a_a_league_quarter"
8, "be_is_observed_that_to"
8, "shape_a_in_of_the"
8, "th_february_of_on_the"
8, "th_august_of_on_the"
8, "order_of_of_st_the"
8, "grace_by_god_of_the"
8, "the_and_at_end_of"
8, "a_in_short_that_time"
8, "good_for_of_the_the"
8, "latter_end_in_of_the"
8, "great_a_deal_of_with"
8, "day_june_of_th_the"
8, "to_an_anchor_came_we"
8, "day_january_of_th_the"
8, "top_of_the_the_to"
8, "and_dominion_england_of_of"
8, "dominion_and_england_of_wales"
8, "or_art_mystery_of_said"
8, "greater_of_or_part_the"
8, "as_as_is_much_which"
8, "bottom_of_the_the_to"
8, "of_a_distance_´_´´"
8, "´_distance_from_of_´´"
8, "to_east_furthest_satellite_the"
8, "and_of_one_same_the"
8, "the_even_in_midst_of"
8, "rest_all_his_of_the"
8, "king_of_the_to_tydore"
8, "same_at_the_the_time"
8, "of_cross_foot_the_the"
8, "he_as_been_had_if"
8, "king_and_of_the_tydore"
8, "of_and_king_ternate_the"
8, "same_at_he_the_time"
8, "as_as_rest_the_well"
8, "said_be_be_may_to"
8, "one_and_both_the_the"
8, "has_been_from_said_what"
8, "and_and_body_mind_of"
8, "evident_is_it_that_the"
8, "depth_at_feet_of_the"
8, "of_center_mound_the_the"
8, "feet_and_feet_long_wide"
8, "around_beads_neck_shell_the"
8, "former_a_in_of_part"
8, "perturbations_and_of_passions_the"
8, "matter_a_as_course_of"
8, "spirit_by_god_of_the"
8, "of_condition_meer_nature_the"
8, "is_it_said_that_where"
8, "it_by_is_manifest_which"
7, "of_bay_head_the_the"
7, "side_and_on_one_the"
7, "mouth_of_the_the_to"
7, "have_as_before_i_said"
7, "day_in_next_the_the"
7, "a_is_kind_of_there"
7, "part_most_of_the_the"
7, "hands_into_of_the_the"
7, "time_at_of_the_the"
7, "or_art_mystery_of_the"
7, "administration_in_of_the_the"
7, "his_majesty's_navy_of_officers"
7, "east_company_india_of_the"
7, "on_goes_he_say_to"
7, "lower_at_end_of_the"
7, "may_be_said_same_the"
7, "of_commissioners_navy_the_the"
7, "beginning_in_of_the_this"
7, "of_navy_officers_the_the"
7, "custom_of_the_the_to"
7, "the_about_clock_in_of"
7, "day_march_of_th_the"
7, "of_day_same_th_the"
7, "th_being_day_of_the"
7, "th_and_day_of_the"
7, "mansell_john_robert_sir_sir"
7, "rest_of_of_the_the"
7, "presence_god_in_of_the"
7, "beginning_in_of_the_the"
7, "east_of_on_side_the"
7, "us_for_heirs_our_presents"
7, "england_and_dominion_of_realm"
7, "of_mystery_of_or_shipwrights"
7, "and_commonalty_master_of_wardens"
7, "commonalty_and_of_the_wardens"
7, "time_and_being_for_the"
7, "and_and_commonalty_master_wardens"
7, "of_and_god_love_the"
7, "and_in_one_same_the"
7, "the_as_case_in_of"
7, "´_distance_from_of_the"
7, "direction_in_of_the_the"
7, "name_god_in_of_the"
7, "better_for_of_the_understanding"
7, "of_cape_good_hope_the"
7, "mean_in_the_the_while"
7, "same_in_manner_the_the"
7, "sake_for_of_the_the"
7, "the_and_in_name_of"
7, "the_fell_hands_into_of"
7, "society_jesus_of_of_the"
7, "god_and_glory_of_the"
7, "be_it_necessary_to_will"
7, "the_at_but_same_time"
7, "observed_is_it_that_the"
7, "to_is_say_that_that"
7, "forme_a_in_of_the"
7, "peece_a_d_d_s"
7, "of_by_god_kingdome_the"
7, "marie_favre_jacqueline_mother_to"
7, "jacqueline_favre_marie_mother_superior"
7, "favre_at_jacqueline_marie_superior"
7, "francis_de_of_sales_st"
7, "countess_de_the_to_toulonjon"
7, "midst_a_in_of_the"
7, "me_and_let_tell_you"
7, "tell_let_me_that_you"
7, "be_are_found_in_to"
7, "and_nations_nature_of_of"
7, "has_already_as_been_it"
7, "of_but_law_nature_the"
7, "of_law_nature_the_to"
7, "to_person_the_they_whom"
7, "consent_of_the_the_with"
7, "law_nations_of_the_voluntary"
7, "true_is_it_that_the"
7, "is_for_it_not_the"
7, "of_is_not_this_world"
7, "of_and_laws_nature_the"
7, "i_have_said_this_which"
7, "may_as_in_read_you"
7, "of_an_epistle_his_to"
7, "same_is_the_the_with"
7, "consultation_a_his_in_of"
7, "world_come_in_the_to"
7, "other_hand_he_on_the"
7, "the_and_one_same_thing"
7, "first_in_of_part_the"
7, "of_and_god_kingdome_the"
7, "is_it_manifest_that_which"
7, "tribes_israel_of_the_twelve"
7, "jesus_beleeve_is_that_the"
7, "state_a_grace_in_of"
7, "of_field_generall_the_the"
7, "they_and_came_from_whence"
7, "order_of_of_saint_the"
6, "a_are_great_many_there"
6, "level_above_of_the_the"
6, "of_head_river_the_the"
6, "of_morning_next_the_the"
6, "the_day_morning_next_of"
6, "obliged_put_to_we_were"
6, "manner_as_same_the_the"
6, "end_at_of_the_this"
6, "a_is_kind_of_which"
6, "to_been_have_is_said"
6, "be_it_may_observed_that"
6, "of_country_people_the_the"
6, "end_a_at_of_the"
6, "manner_after_of_the_the"
6, "in_day_morning_next_the"
6, "of_breton_cape_island_the"
6, "day_july_of_th_the"
6, "of_other_river_side_the"
6, "subject_of_on_the_the"
6, "banks_of_on_the_the"
6, "rest_of_the_the_with"
6, "be_able_as_to_to"
6, "beginning_at_of_the_the"
6, "one_he_of_the_was"
6, "seen_be_from_may_the"
6, "my_all_heart_i_with"
6, "be_may_of_said_same"
6, "found_be_in_the_to"
6, "name_his_in_of_the"
6, "day_of_september_th_the"
6, "name_by_of_the_the"
6, "sir_john_mansell_robert_trevor"
6, "of_end_month_the_this"
6, "one_be_of_the_to"
6, "for_our_presents_these_us"
6, "realm_england_of_our_this"
6, "said_master_of_the_wardens"
6, "or_other_pinnaces_ships_vessels"
6, "shipwrights_mystery_of_of_redrith"
6, "the_art_assistants_of_said"
6, "or_art_for_mystery_said"
6, "mystery_art_for_or_the"
6, "the_being_for_mystery_time"
6, "of_and_assistants_said_the"
6, "said_master_the_to_wardens"
6, "wardens_and_assistants_master_said"
6, "the_according_custom_of_to"
6, "spirit_god_of_of_the"
6, "sight_in_of_the_the"
6, "will_of_the_the_to"
